timestamp,error_count,warn_count,total_logs,anomaly,anomaly_score
2026-01-05T12:30:00.000Z,2,2,8,1,0.11398336646669927
2026-01-05T12:45:00.000Z,2,2,6,1,0.22181621637101157
2026-01-05T14:30:00.000Z,2,2,5,1,0.18505274845813435
2026-01-08T10:31:00.000Z,3,0,3,-1,-0.09325911801820841
